total_requests,availability,error_rate,latency_p50_ms,latency_p95_ms,latency_p99_ms,fallback_success_rate,cache_hit_rate,circuit_open_count,recovery_time_ms,estimated_cost,estimated_cost_saved,scenario_primary_timeout_100,scenario_primary_flaky_50,scenario_all_healthy,cache_with_cache_total_requests,cache_with_cache_availability,cache_with_cache_error_rate,cache_with_cache_latency_p50_ms,cache_with_cache_latency_p95_ms,cache_with_cache_latency_p99_ms,cache_with_cache_fallback_success_rate,cache_with_cache_cache_hit_rate,cache_with_cache_circuit_open_count,cache_with_cache_recovery_time_ms,cache_with_cache_estimated_cost,cache_with_cache_estimated_cost_saved,cache_with_cache_scenario_metrics,cache_without_cache_total_requests,cache_without_cache_availability,cache_without_cache_error_rate,cache_without_cache_latency_p50_ms,cache_without_cache_latency_p95_ms,cache_without_cache_latency_p99_ms,cache_without_cache_fallback_success_rate,cache_without_cache_cache_hit_rate,cache_without_cache_circuit_open_count,cache_without_cache_recovery_time_ms,cache_without_cache_estimated_cost,cache_without_cache_estimated_cost_saved,cache_without_cache_scenario_metrics
300,0.9933,0.0067,1.68,333.92,529.78,0.96,0.7333,7,2356.2371730804443,0.033964,0.22,pass,pass,pass,100,1.0,0.0,1.46,487.21,522.79,1.0,0.75,0,,0.011458,0.075,{},100,0.98,0.02,231.49,525.87,552.74,0.9412,0.0,1,2297.7089881896973,0.048818,0.0,{}
