total_requests,availability,error_rate,latency_p50_ms,latency_p95_ms,latency_p99_ms,fallback_success_rate,cache_hit_rate,circuit_open_count,recovery_time_ms,estimated_cost,estimated_cost_saved,scenario_primary_timeout_100,scenario_primary_flaky_50,scenario_all_healthy,cache_with_cache_total_requests,cache_with_cache_availability,cache_with_cache_error_rate,cache_with_cache_latency_p50_ms,cache_with_cache_latency_p95_ms,cache_with_cache_latency_p99_ms,cache_with_cache_fallback_success_rate,cache_with_cache_cache_hit_rate,cache_with_cache_circuit_open_count,cache_with_cache_recovery_time_ms,cache_with_cache_estimated_cost,cache_with_cache_estimated_cost_saved,cache_without_cache_total_requests,cache_without_cache_availability,cache_without_cache_error_rate,cache_without_cache_latency_p50_ms,cache_without_cache_latency_p95_ms,cache_without_cache_latency_p99_ms,cache_without_cache_fallback_success_rate,cache_without_cache_cache_hit_rate,cache_without_cache_circuit_open_count,cache_without_cache_recovery_time_ms,cache_without_cache_estimated_cost,cache_without_cache_estimated_cost_saved
300,0.9933,0.0067,1.16,460.71,528.99,0.9683,0.64,8,2348.9938974380493,0.046316,0.192,pass,pass,pass,100,0.99,0.01,1.36,511.82,541.09,0.9474,0.61,1,2313.731908798218,0.017848,0.061,100,0.98,0.02,232.32,527.4,555.67,0.9487,0.0,2,2300.62198638916,0.049942,0.0
